"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2018","Diesel powered trucks weighing < 5 tonnes","Import","42264063","3939407.67399295","Number of items","1552"
"China","2018","Diesel powered trucks weighing < 5 tonnes","Export","573022464","59041957.9277419","Number of items","56386"
"China","2018","Diesel powered trucks weighing 5-20 tonnes","Import","46468574","5707507.7315743","Number of items","633"
"China","2018","Diesel powered trucks weighing 5-20 tonnes","Export","500920503","","Number of items","32281"
"China","2018","Diesel powered trucks weighing > 20 tonnes","Import","431399191","56136399.7785786","Number of items","4210"
"China","2018","Diesel powered trucks weighing > 20 tonnes","Export","1196220432","144858674.053173","Number of items","27544"
"China","2018","Spark ignition engine trucks weighing < 5 tonnes","Import","285467952","31360059.326636","Number of items","7771"
"China","2018","Spark ignition engine trucks weighing < 5 tonnes","Export","468628865","","Number of items","83201"
"China","2018","Spark ignition engine trucks weighing > 5 tonnes","Import","6884771","1346593.03617871","Number of items","147"
"China","2018","Spark ignition engine trucks weighing > 5 tonnes","Export","9075337","","Number of items","527"
"China","2018","Trucks nes","Import","25000","2566.35721260486","Number of items","1"
"China","2018","Trucks nes","Export","23143672","2433917.99788309","Number of items","427"
"China","2018","Mobile cranes","Import","1474667","253107.464565418","Number of items","3"
"China","2018","Mobile cranes","Export","438187493","56343630.3976724","Number of items","2829"
"China","2018","Mobile cranes","Re-Import","110600","18983.0555514806","Number of items","2"
"China","2018","Mobile drilling derricks","Export","1547681","","Number of items","19"
"China","2018","Fire fighting vehicles","Export","56767964","2399657.1713562","No Quantity","0"
"China","2018","Fire fighting vehicles","Import","31183723","1611192.21222624","Number of items","40"
"China","2018","Mobile concrete mixers","Import","357598","97043.1700513144","Number of items","1"
"China","2018","Mobile concrete mixers","Export","316210503","72500476.1995578","Number of items","6462"
"China","2018","Special purpose motor vehicles nes","Import","50645331","3822156.58277806","Number of items","181"
"China","2018","Special purpose motor vehicles nes","Export","457102927","66333023.4170529","Number of items","5039.0025464934"
"China","2018","Special purpose motor vehicles nes","Re-Import","3162","259.313172731932","Number of items","1"
"China","2018","Motor vehicle chassis fitted with engine","Import","161604024","12716950.9053595","Number of items","1664"
"China","2018","Motor vehicle chassis fitted with engine","Export","87854238","","Number of items","1688"
"China","2018","Motor vehicle chassis fitted with engine","Re-Import","1760915","138569.999986579","Number of items","14"
"China","2018","Bodies for passenger carrying vehicles","Import","18770233","1231969.51954606","Number of items","701"
"China","2018","Bodies for passenger carrying vehicles","Export","60286059","4440773.89608725","Number of items","81820"
"China","2018","Bodies for passenger carrying vehicles","Re-Import","2269","148.924035191786","Number of items","1"
"China","2018","Bodies for tractors, buses, trucks etc","Import","8848280","874033.618903972","Number of items","831"
"China","2018","Bodies for tractors, buses, trucks etc","Export","136935348","14593795.0291955","Number of items","116502"
"China","2018","Bumpers and parts thereof for motor vehicles","Import","436163672","21474045.3352495","Weight in kilograms","21474045.3352495"
"China","2018","Bumpers and parts thereof for motor vehicles","Export","391726529","73801780","Weight in kilograms","73801780"
"China","2018","Bumpers and parts thereof for motor vehicles","Re-Import","1441349","42666","Weight in kilograms","42666"
"China","2018","Safety seat belts for motor vehicles","Import","202134171","6845605.91439938","Weight in kilograms","6845605.91439938"
"China","2018","Safety seat belts for motor vehicles","Export","81680549","8934550.35981911","Weight in kilograms","8934550.35981911"
"China","2018","Safety seat belts for motor vehicles","Re-Import","109188","3907","Weight in kilograms","3907"
"China","2018","Parts and accessories of bodies nes for motor vehicle","Import","4916772000","451689212.072729","Weight in kilograms","451689212.072729"
"China","2018","Parts and accessories of bodies nes for motor vehicle","Export","5196888384","572291329.264364","Weight in kilograms","572291329.264364"
"China","2018","Parts and accessories of bodies nes for motor vehicle","Re-Import","27611045","921881","Weight in kilograms","921881"
"China","2018","Brake system parts except linings for motor vehicles","Import","1215058463","84577425.6100209","Weight in kilograms","84577425.6100209"
"China","2018","Brake system parts except linings for motor vehicles","Export","5633703023","2456187225.49612","Weight in kilograms","2456187225.49612"
"China","2018","Brake system parts except linings for motor vehicles","Re-Import","2635380","388553.308808555","Weight in kilograms","388553.308808555"
"China","2018","Transmissions for motor vehicles","Import","13246706186","672952645.237619","Weight in kilograms","672952645.237619"
"China","2018","Transmissions for motor vehicles","Export","1898487888","171764224.238598","Weight in kilograms","171764224.238598"
"China","2018","Transmissions for motor vehicles","Re-Import","2710997","314073.828854274","Weight in kilograms","314073.828854274"
"China","2018","Drive axles with differential for motor vehicles","Import","980869055","84150283.3041031","Weight in kilograms","84150283.3041031"
"China","2018","Drive axles with differential for motor vehicles","Export","1112935675","338988330.525588","Weight in kilograms","338988330.525588"
"China","2018","Drive axles with differential for motor vehicles","Re-Import","1606745","143006","Weight in kilograms","143006"
"China","2018","Wheels including parts/accessories for motor vehicles","Import","215755104","31287952.8704087","Weight in kilograms","31287952.8704087"
"China","2018","Wheels including parts/accessories for motor vehicles","Export","6619743532","1929480088.92724","Weight in kilograms","1929480088.92724"
"China","2018","Wheels including parts/accessories for motor vehicles","Re-Import","4241654","1243612","Weight in kilograms","1243612"
"China","2018","Shock absorbers for motor vehicles","Import","971475962","102862340.164755","Weight in kilograms","102862340.164755"
"China","2018","Shock absorbers for motor vehicles","Export","2899178359","702726762.413192","Weight in kilograms","702726762.413192"
"China","2018","Shock absorbers for motor vehicles","Re-Import","1268917","166621","Weight in kilograms","166621"
"China","2018","Radiators for motor vehicles","Import","346677032","17893705.8603208","Weight in kilograms","17893705.8603208"
"China","2018","Radiators for motor vehicles","Export","1401875775","162822457.460693","Weight in kilograms","162822457.460693"
"China","2018","Radiators for motor vehicles","Re-Import","489620","50075","Weight in kilograms","50075"
"China","2018","Mufflers and exhaust pipes for motor vehicles","Import","371821094","11675464.9274645","Weight in kilograms","11675464.9274645"
"China","2018","Mufflers and exhaust pipes for motor vehicles","Export","784240605","101209893.364443","Weight in kilograms","101209893.364443"
"China","2018","Mufflers and exhaust pipes for motor vehicles","Re-Import","11974816","330510","Weight in kilograms","330510"
"China","2018","Clutches and parts thereof for motor vehicles","Import","931828309","64323581.8427367","Weight in kilograms","64323581.8427367"
"China","2018","Clutches and parts thereof for motor vehicles","Export","771957714","144907209.51198","Weight in kilograms","144907209.51198"
"China","2018","Clutches and parts thereof for motor vehicles","Re-Import","673234","155442","Weight in kilograms","155442"
"China","2018","Steering wheels, columns & boxes for motor vehicles","Import","1861401333","112047551.434434","Weight in kilograms","112047551.434434"
"China","2018","Steering wheels, columns & boxes for motor vehicles","Export","2171714786","282657737.520617","Weight in kilograms","282657737.520617"
"China","2018","Steering wheels, columns & boxes for motor vehicles","Re-Import","942786","61548.9088996114","Weight in kilograms","61548.9088996114"
"China","2018","Motor vehicle parts nes","Import","3622231192","271009249.884689","Weight in kilograms","271009249.884689"
"China","2018","Motor vehicle parts nes","Export","5883806740","1109959648.44426","Weight in kilograms","1109959648.44426"
"China","2018","Motor vehicle parts nes","Re-Import","30050138","1554590.71896819","Weight in kilograms","1554590.71896819"
"China","2018","Work trucks, electrically powered","Import","15236371","1028225.07847389","Number of items","1226"
"China","2018","Work trucks, electrically powered","Export","35901882","2287791.90128253","Number of items","20368"
"China","2018","Work trucks, electrically powered","Re-Import","4642","313.26493784352","Number of items","3"
"China","2018","Work trucks except electrically powered","Import","8589915","792395.759138328","Number of items","208"
"China","2018","Work trucks except electrically powered","Export","47229574","3706870.50101289","Number of items","17886"
"China","2018","Work truck parts","Import","8883448","554429.523481857","Weight in kilograms","554429.523481857"
"China","2018","Work truck parts","Export","12827936","4501337.45767342","Weight in kilograms","4501337.45767342"
"China","2018","Work truck parts","Re-Import","6007","1155","Weight in kilograms","1155"
"China","2018","Motorcycles, spark ignition engine of < 50 cc","Export","373351172","20290022.7007502","No Quantity","0"
"China","2018","Motorcycles, spark ignition engine of < 50 cc","Import","73996","6820.69762359261","Number of items","311"
"China","2018","Motorcycles, spark ignition engine of 50-250 cc","Import","10390963","606322.595040221","Number of items","5527"
"China","2018","Motorcycles, spark ignition engine of 50-250 cc","Export","4431358404","","Number of items","8364359"
"China","2018","Motorcycles, spark ignition engine of 50-250 cc","Re-Import","2110699","123161.298431031","Number of items","2196"
"China","2018","Motorcycles, spark ignition engine of 250-500 cc","Import","41329916","1709622.42612983","Number of items","11955"
"China","2018","Motorcycles, spark ignition engine of 250-500 cc","Export","139347931","","Number of items","56975"
"China","2018","Motorcycles, spark ignition engine of 500-800 cc","Import","25601847","923167.128834296","Number of items","4257"
"China","2018","Motorcycles, spark ignition engine of 500-800 cc","Export","7940273","","Number of items","2176"
"China","2018","Motorcycles, spark ignition engine of > 800 cc","Import","185830523","4236746.23354477","Number of items","14924"
"China","2018","Motorcycles, spark ignition engine of > 800 cc","Export","232586","","Number of items","72"
"China","2018","Motorcycles with other than a spark ignition engine","Import","844647","23568.6377658619","Number of items","6975"
"China","2018","Motorcycles with other than a spark ignition engine","Export","2608143438","46710542.5451157","Number of items","12568407"
"China","2018","Motorcycles with other than a spark ignition engine","Re-Import","569482","16060.7237410406","Number of items","6014"
"China","2018","Bicycles, other cycles, not motorized","Import","36705575","2487059.5866797","Number of items","64235"
"China","2018","Bicycles, other cycles, not motorized","Export","3284609677","120939089.50114","Number of items","59733873.9313189"
"China","2018","Bicycles, other cycles, not motorized","Re-Import","548721","37179.6879210439","Number of items","11505"
"China","2018","Wheelchairs not mechanically propelled","Import","2077208","140512.420847668","Number of items","6707"
"China","2018","Wheelchairs not mechanically propelled","Export","504869943","16726490.583422","Number of items","7104678"
"China","2018","Wheelchairs not mechanically propelled","Re-Import","118297","8002.18266491205","Number of items","2877"
"China","2018","Wheelchairs, mechanically propelled","Import","1683044","60139.1860741521","Number of items","1141"
"China","2018","Wheelchairs, mechanically propelled","Export","175209532","4749372.63780527","Number of items","328765"
"China","2018","Wheelchairs, mechanically propelled","Re-Import","35533","1269.67904509499","Number of items","48"
"China","2018","Motorcycle parts except saddles","Import","60587686","2552639.46079984","Weight in kilograms","2552639.46079984"
"China","2018","Motorcycle parts except saddles","Export","2940015489","738043086.755746","Weight in kilograms","738043086.755746"
"China","2018","Motorcycle parts except saddles","Re-Import","930954","73224","Weight in kilograms","73224"
"China","2018","Wheelchair parts","Import","14142957","720146.230508071","Weight in kilograms","720146.230508071"
"China","2018","Wheelchair parts","Export","251751642","25595695","Weight in kilograms","25595695"
"China","2018","Wheelchair parts","Re-Import","3302808","53256","Weight in kilograms","53256"
"China","2018","Bicycle frames and forks, and parts thereof","Import","57216038","2104058.66193077","Weight in kilograms","2104058.66193077"
"China","2018","Bicycle frames and forks, and parts thereof","Export","1157491898","118326506.569821","Weight in kilograms","118326506.569821"
"China","2018","Bicycle frames and forks, and parts thereof","Re-Import","3939639","66521","Weight in kilograms","66521"
"China","2018","Bicycle wheel rims and spokes","Import","7212266","424591.890294891","Weight in kilograms","424591.890294891"
"China","2018","Bicycle wheel rims and spokes","Export","186212230","50283036","Weight in kilograms","50283036"
"China","2018","Bicycle wheel rims and spokes","Re-Import","78979","3741","Weight in kilograms","3741"
"China","2018","Bicycle hubs, free-wheel sprocket wheels","Import","34938130","1482709.79847229","Weight in kilograms","1482709.79847229"
"China","2018","Bicycle hubs, free-wheel sprocket wheels","Export","144464806","25601590.8231651","Weight in kilograms","25601590.8231651"
"China","2018","Bicycle hubs, free-wheel sprocket wheels","Re-Import","440636","24067","Weight in kilograms","24067"
"China","2018","Bicycle brakes, parts thereof","Import","63743009","2521747.8134959","Weight in kilograms","2521747.8134959"
"China","2018","Bicycle brakes, parts thereof","Export","162032789","35892453.9170822","Weight in kilograms","35892453.9170822"
"China","2018","Bicycle brakes, parts thereof","Re-Import","223342","21582","Weight in kilograms","21582"
"China","2018","Bicycle saddles","Import","2228860","122273.161462795","Number of items","339006"
"China","2018","Bicycle saddles","Export","109174092","28167957.4182004","Number of items","55535216"
"China","2018","Bicycle saddles","Re-Import","111148","9319","Number of items","26685"
"China","2018","Bicycle pedals/crank-gear, parts thereof","Import","37087123","2823904.66115979","Weight in kilograms","2823904.66115979"
"China","2018","Bicycle pedals/crank-gear, parts thereof","Export","151551702","52765931.5134581","Weight in kilograms","52765931.5134581"
"China","2018","Bicycle pedals/crank-gear, parts thereof","Re-Import","161617","12285","Weight in kilograms","12285"
"China","2018","Bicycle parts nes","Import","223533733","13316917.4298037","Weight in kilograms","13316917.4298037"
"China","2018","Bicycle parts nes","Export","750044829","163668753.898355","Weight in kilograms","163668753.898355"
"China","2018","Bicycle parts nes","Re-Import","1311692","46037","Weight in kilograms","46037"
"China","2018","Baby carriages and parts thereof","Import","20438946","1070981.70266286","Weight in kilograms","1070981.70266286"
"China","2018","Baby carriages and parts thereof","Export","1367709726","218673701.319766","Weight in kilograms","218673701.319766"
"China","2018","Baby carriages and parts thereof","Re-Import","9737480","432882","Weight in kilograms","432882"
"China","2018","Trailers for housing or camping","Import","5469155","412256.714243309","Number of items","245"
"China","2018","Trailers for housing or camping","Export","114931313","8361299.38558771","Number of items","18798"
"China","2018","Trailers for agricultural purposes","Import","319423","64511.0448669399","Number of items","13"
"China","2018","Trailers for agricultural purposes","Export","6551408","1401037.43915885","Number of items","9409.64632531608"
"China","2018","Tanker trailers and semi-trailers","Import","115797","14570.7477753269","Number of items","4"
"China","2018","Tanker trailers and semi-trailers","Export","117856423","17010205.3814433","Number of items","4349"
"China","2018","Trailers nes for the transport of goods","Import","1047159","254459.931068453","Number of items","24"
"China","2018","Trailers nes for the transport of goods","Export","762086049","191606515.269067","Number of items","232283"
"China","2018","Trailers, semi-trailers nes","Import","2914461","583157.354101137","Number of items","21"
"China","2018","Trailers, semi-trailers nes","Export","119307364","23670735.3247791","Number of items","255836.518133931"
"China","2018","Trailers, semi-trailers nes","Re-Import","80","16.0072783022627","Number of items","2"
"China","2018","Wheelbarrows, hand-carts, rickshaws etc","Import","36813823","7224584.63280474","Number of items","88765"
"China","2018","Wheelbarrows, hand-carts, rickshaws etc","Export","1482690672","246399500.878428","Number of items","63924522"
"China","2018","Wheelbarrows, hand-carts, rickshaws etc","Re-Import","525338","103095.754054893","Number of items","5167"
"China","2018","Trailer/non-mechanically propelled vehicle parts nes","Import","107241878","21245114.7639884","Weight in kilograms","21245114.7639884"
"China","2018","Trailer/non-mechanically propelled vehicle parts nes","Export","1612422823","759930447.425945","Weight in kilograms","759930447.425945"
"China","2018","Trailer/non-mechanically propelled vehicle parts nes","Re-Import","649328","183629","Weight in kilograms","183629"
"China","2017","Pedestrian controlled tractors","Import","61734","7521.79523727887","No Quantity","0"
"China","2017","Pedestrian controlled tractors","Export","82990955","7514340.24167298","No Quantity","0"
"China","2017","Road tractors for semi-trailers (truck tractors)","Import","387682093","61781299.1930628","Number of items","5731.80322752981"
"China","2017","Road tractors for semi-trailers (truck tractors)","Export","748514992","136015036.398431","Number of items","20193.4321125649"
"China","2017","Track-laying tractors (crawlers)","Import","10995496","977547.807703767","Number of items","69.6938180602643"
"China","2017","Track-laying tractors (crawlers)","Export","4321337","360825.270487782","Number of items","53.8639243561022"
"China","2017","Wheeled tractors nes","Import","108339302","9775639.65223291","No Quantity","0"
"China","2017","Wheeled tractors nes","Export","458981401","54428966.9918021","No Quantity","0"
"China","2017","Wheeled tractors nes","Re-Import","10000","1220.86366041779","No Quantity","0"
"China","2017","Diesel powered buses","Import","6425694","572193.323621895","No Quantity","0"
"China","2017","Diesel powered buses","Export","1692920975","144591400.826831","No Quantity","0"
"China","2017","Buses except diesel powered","Import","40221458","4142780.2924875","No Quantity","0"
"China","2017","Buses except diesel powered","Export","400869213","","No Quantity","0"
"China","2017","Buses except diesel powered","Re-Import","128803","5782.02108365196","No Quantity","0"
"China","2017","Snowmobiles, golf cars, similar vehicles","Import","16391171","1351542.76289274","Number of items","3378.00291210148"
"China","2017","Snowmobiles, golf cars, similar vehicles","Export","614319779","35416653.0719424","Number of items","182578.634590602"
"China","2017","Snowmobiles, golf cars, similar vehicles","Re-Import","70581","5819.79406765586","Number of items","14.5458078339268"
"China","2017","Automobiles, spark ignition engine of <1000 cc","Import","206926175","21934662.1676088","Number of items","23395.7385078636"
"China","2017","Automobiles, spark ignition engine of <1000 cc","Export","66693641","7053284.20024177","Number of items","8088.6233364188"
"China","2017","Automobiles, spark ignition engine of 1000-1500 cc","Import","1242681651","122404202.160364","Number of items","103867.744270012"
"China","2017","Automobiles, spark ignition engine of 1000-1500 cc","Export","2331241035","219420143.675129","Number of items","221204.027455391"
"China","2017","Automobiles, spark ignition engine of 1500-3000 cc","Import","37908637376","3125376370.39473","Number of items","1977262.94925728"
"China","2017","Automobiles, spark ignition engine of 1500-3000 cc","Export","3555631826","255478148.776374","Number of items","216021.185580605"
"China","2017","Automobiles, spark ignition engine of 1500-3000 cc","Re-Import","586777","48376.8106012735","Number of items","30.6054899855322"
"China","2017","Automobiles, spark ignition engine of >3000 cc","Import","6317204176","265963425.057162","Number of items","126318.176536114"
"China","2017","Automobiles, spark ignition engine of >3000 cc","Export","10516985","241844.526084241","Number of items","195.672185622813"
"China","2017","Automobiles, spark ignition engine of >3000 cc","Re-Import","4166061","175397.18864345","Number of items","83.304134898397"
"China","2017","Automobiles, diesel engine of <1500 cc","Export","1442301","149849.584727975","Number of items","121.268648119459"
"China","2017","Automobiles, diesel engine of 1500-2500 cc","Import","59182358","4822951.358537","Number of items","2862.55473600431"
"China","2017","Automobiles, diesel engine of 1500-2500 cc","Export","298848307","22966515.2201107","Number of items","15492.1159016934"
"China","2017","Automobiles, diesel engine of >2500 cc","Import","1113065652","58945879.7078775","Number of items","25625.6149189668"
"China","2017","Automobiles, diesel engine of >2500 cc","Export","31126298","1435137.65485725","Number of items","670.037957420728"
"China","2017","Automobiles, diesel engine of >2500 cc","Re-Import","236649","12532.489401613","Number of items","5.44826456019197"
"China","2017","Automobiles nes including gas turbine powered","Import","3082045223","191900383.240898","No Quantity","0"
"China","2017","Automobiles nes including gas turbine powered","Export","267039521","","No Quantity","0"
"China","2017","Automobiles nes including gas turbine powered","Re-Import","16727","865.78085448712","No Quantity","0"
"China","2017","Dump trucks designed for off-highway use","Import","6301574","832356.423370118","No Quantity","0"
"China","2017","Dump trucks designed for off-highway use","Export","338550175","42159040.110411","No Quantity","0"
"China","2017","Diesel powered trucks weighing < 5 tonnes","Import","9581517","986073.361657827","Number of items","509.031920198936"
"China","2017","Diesel powered trucks weighing < 5 tonnes","Export","567151766","63920124.7673968","Number of items","35490.2391039079"
"China","2017","Diesel powered trucks weighing 5-20 tonnes","Import","28813403","3584681.45401758","Number of items","711.742900610639"
"China","2017","Diesel powered trucks weighing 5-20 tonnes","Export","676461387","142654204.677456","Number of items","24119.4057374691"
"China","2017","Diesel powered trucks weighing 5-20 tonnes","Re-Import","147716","18377.3782521163","Number of items","3.64885099849543"
"China","2017","Diesel powered trucks weighing > 20 tonnes","Import","163810290","21074797.6965765","Number of items","2082.7551425926"
"China","2017","Diesel powered trucks weighing > 20 tonnes","Export","1485322953","199829270.814947","Number of items","31546.9055285347"
"China","2017","Diesel powered trucks weighing > 20 tonnes","Re-Import","86000","11064.2170397573","Number of items","1.09344133547999"
"China","2017","Spark ignition engine trucks weighing < 5 tonnes","Import","272076403","32333210.0351934","Number of items","23256.771790429"
"China","2017","Spark ignition engine trucks weighing < 5 tonnes","Export","310041106","36211626.8962082","Number of items","30774.3289438857"
"China","2017","Spark ignition engine trucks weighing > 5 tonnes","Import","10065839","2138843.89051335","Number of items","276.483607626276"
"China","2017","Spark ignition engine trucks weighing > 5 tonnes","Export","8149186","1879787.74684531","Number of items","249.95371563406"
"China","2017","Trucks nes","Export","15187512","","Number of items","798.453190905408"
"China","2017","Mobile cranes","Import","4458973","820940.878179629","No Quantity","0"
"China","2017","Mobile cranes","Export","373466840","52951935.1754148","Number of items","3204.86046709953"
"China","2017","Mobile drilling derricks","Import","512810","","Number of items","3.29131577421518"
"China","2017","Mobile drilling derricks","Export","7782122","","Number of items","67.3126460686597"
"China","2017","Fire fighting vehicles","Import","21792220","1167257.51503926","Number of items","75.2140731290957"
"China","2017","Fire fighting vehicles","Export","59370069","2596391.15225495","Number of items","477.83146144286"
"China","2017","Mobile concrete mixers","Export","370021990","96926473.9527171","Number of items","7464.1959763516"
"China","2017","Special purpose motor vehicles nes","Import","40675115","3154462.9885634","Number of items","470.001101986831"
"China","2017","Special purpose motor vehicles nes","Export","398781784","74913871.4676734","Number of items","4541.59452771179"
"China","2017","Motor vehicle chassis fitted with engine","Import","126753312","9877028.05236441","Number of items","2034.19278815737"
"China","2017","Motor vehicle chassis fitted with engine","Export","80386736","6469814.24225995","Number of items","2271.92483679802"
"China","2017","Motor vehicle chassis fitted with engine","Re-Import","432237","33681.3051028587","Number of items","6.93672910239045"
"China","2017","Bodies for passenger carrying vehicles","Import","22326087","1804730.29403509","No Quantity","0"
"China","2017","Bodies for passenger carrying vehicles","Export","58518366","5153383.11741738","Number of items","18251.0785560018"
"China","2017","Bodies for tractors, buses, trucks etc","Export","125500128","13186826.9794629","No Quantity","0"
"China","2017","Bodies for tractors, buses, trucks etc","Import","8364106","860198.25763506","Number of items","831.35421923555"
"China","2017","Bumpers and parts thereof for motor vehicles","Import","341060900","21750628.4522152","Weight in kilograms","21750628.4522152"
"China","2017","Bumpers and parts thereof for motor vehicles","Export","372473557","69468579.0515668","Weight in kilograms","69468579.0515668"
"China","2017","Bumpers and parts thereof for motor vehicles","Re-Import","249504","15641","Weight in kilograms","15641"
"China","2017","Safety seat belts for motor vehicles","Import","191109835","7313263","Weight in kilograms","7313263"
"China","2017","Safety seat belts for motor vehicles","Export","76130941","8546335.62324405","Weight in kilograms","8546335.62324405"
"China","2017","Safety seat belts for motor vehicles","Re-Import","78118","1131","Weight in kilograms","1131"
"China","2017","Parts and accessories of bodies nes for motor vehicle","Import","4491848021","461739864.393749","Weight in kilograms","461739864.393749"
"China","2017","Parts and accessories of bodies nes for motor vehicle","Export","4604777374","521311153.45859","Weight in kilograms","521311153.45859"
"China","2017","Parts and accessories of bodies nes for motor vehicle","Re-Import","32748756","489422.552528327","Weight in kilograms","489422.552528327"
"China","2017","Brake system parts except linings for motor vehicles","Import","1084320904","90317214.1978949","Weight in kilograms","90317214.1978949"
"China","2017","Brake system parts except linings for motor vehicles","Export","4953533763","2227946316.47057","Weight in kilograms","2227946316.47057"
"China","2017","Brake system parts except linings for motor vehicles","Re-Import","1749614","267769.748695573","Weight in kilograms","267769.748695573"
"China","2017","Transmissions for motor vehicles","Import","12529830933","656663346.96403","Weight in kilograms","656663346.96403"
"China","2017","Transmissions for motor vehicles","Export","1661135628","152356710.784468","Weight in kilograms","152356710.784468"
"China","2017","Transmissions for motor vehicles","Re-Import","3232089","188734.64879714","Weight in kilograms","188734.64879714"
"China","2017","Drive axles with differential for motor vehicles","Import","863528457","76293653.4333775","Weight in kilograms","76293653.4333775"
"China","2017","Drive axles with differential for motor vehicles","Export","991866654","297940383.148705","Weight in kilograms","297940383.148705"
"China","2017","Drive axles with differential for motor vehicles","Re-Import","3195364","262064.65446776","Weight in kilograms","262064.65446776"
"China","2017","Wheels including parts/accessories for motor vehicles","Import","194493064","29290280.1644367","Weight in kilograms","29290280.1644367"
"China","2017","Wheels including parts/accessories for motor vehicles","Export","5934274163","1796247943.2689","Weight in kilograms","1796247943.2689"
"China","2017","Wheels including parts/accessories for motor vehicles","Re-Import","2696523","300389.372964601","Weight in kilograms","300389.372964601"
"China","2017","Shock absorbers for motor vehicles","Import","885136528","110696633.723662","Weight in kilograms","110696633.723662"
"China","2017","Shock absorbers for motor vehicles","Export","2480858889","604059032.956954","Weight in kilograms","604059032.956954"
"China","2017","Shock absorbers for motor vehicles","Re-Import","717144","78377.0059182977","Weight in kilograms","78377.0059182977"
"China","2017","Radiators for motor vehicles","Import","310665195","16579856.6582841","Weight in kilograms","16579856.6582841"
"China","2017","Radiators for motor vehicles","Export","1301158096","154514238.963931","Weight in kilograms","154514238.963931"
"China","2017","Radiators for motor vehicles","Re-Import","519862","30240.1874493805","Weight in kilograms","30240.1874493805"
"China","2017","Mufflers and exhaust pipes for motor vehicles","Import","352836693","13893161.1489216","Weight in kilograms","13893161.1489216"
"China","2017","Mufflers and exhaust pipes for motor vehicles","Export","671231417","86539040.1884379","Weight in kilograms","86539040.1884379"
"China","2017","Mufflers and exhaust pipes for motor vehicles","Re-Import","10301496","304787","Weight in kilograms","304787"
